region	chrom	start	end	span	n_sSNV	cn	tree_shape	n_nodes	n_nested	n_sibling	max_depth	has_cycle	n_populations
chr10:126599651-126606809	chr10	126599651	126606809	7158	2	gain	sibling_only	2	0	1	1	False	3
chr10:126724129-126744803	chr10	126724129	126744803	20674	2	gain	sibling_only	2	0	1	1	False	3
chr10:128488160-128498207	chr10	128488160	128498207	10047	2	gain	sibling_only	2	0	1	1	False	3
chr10:130183458-130199781	chr10	130183458	130199781	16323	2	gain	sibling_only	2	0	1	1	False	2
chr10:130594895-130623184	chr10	130594895	130623184	28289	2	gain	sibling_only	2	0	1	1	False	0
chr10:130764310-130788941	chr10	130764310	130788941	24631	2	gain	linear_nested	2	1	0	2	False	1
chr10:131499889-131512337	chr10	131499889	131512337	12448	2	gain	sibling_only	2	0	1	1	False	2
chr10:131608446-131610674	chr10	131608446	131610674	2228	2	loh	sibling_only	2	0	1	1	False	3
chr10:132387377-132412658	chr10	132387377	132412658	25281	2	gain	sibling_only	2	0	1	1	False	3
chr11:423666-448218	chr11	423666	448218	24552	2	loh	sibling_only	2	0	1	1	False	0
chr11:664358-695346	chr11	664358	695346	30988	2	loh	linear_nested	2	1	0	2	False	1
chr11:3148978-3169060	chr11	3148978	3169060	20082	2	loh	linear_nested	2	1	0	2	False	2
chr11:7534907-7539006	chr11	7534907	7539006	4099	2	loh	linear_nested	2	1	0	2	False	2
chr11:9130416-9135540	chr11	9130416	9135540	5124	2	loh	sibling_only	2	0	1	1	False	3
chr11:9705609-9716560	chr11	9705609	9716560	10951	2	loh	linear_nested	2	1	0	2	False	2
chr11:9887701-9913054	chr11	9887701	9913054	25353	2	loh	linear_nested	2	1	0	2	False	1
chr11:11630648-11633826	chr11	11630648	11633826	3178	2	loh	linear_nested	2	1	0	2	False	3
chr11:12448023-12448024	chr11	12448023	12448024	1	2	loh	linear_nested	2	1	0	2	False	2
chr11:14186089-14211599	chr11	14186089	14211599	25510	2	loh	sibling_only	2	0	1	1	False	1
chr11:14722395-14733286	chr11	14722395	14733286	10891	2	loh	linear_nested	2	1	0	2	False	1
chr11:15427037-15436349	chr11	15427037	15436349	9312	2	loh	sibling_only	2	0	1	1	False	1
chr11:16985024-17008428	chr11	16985024	17008428	23404	2	loh	sibling_only	2	0	1	1	False	1
chr11:18089735-18109030	chr11	18089735	18109030	19295	2	loh	sibling_only	2	0	1	1	False	1
chr11:22025965-22031966	chr11	22025965	22031966	6001	2	loh	linear_nested	2	1	0	2	False	2
chr11:23678501-23686191	chr11	23678501	23686191	7690	2	loh	linear_nested	2	1	0	2	False	2
chr11:26773903-26774887	chr11	26773903	26774887	984	2	loh	linear_nested	2	1	0	2	False	1
chr11:29698560-29700709	chr11	29698560	29700709	2149	2	loh	sibling_only	2	0	1	1	False	2
chr11:31127523-31136105	chr11	31127523	31136105	8582	2	loh	linear_nested	2	1	0	2	False	2
chr11:32196113-32197253	chr11	32196113	32197253	1140	2	loh	sibling_only	2	0	1	1	False	2
chr11:32624700-32632656	chr11	32624700	32632656	7956	2	loh	linear_nested	2	1	0	2	False	2
chr11:34276889-34293300	chr11	34276889	34293300	16411	2	loh	linear_nested	2	1	0	2	False	2
chr11:36879769-36879771	chr11	36879769	36879771	2	2	loh	linear_nested	2	1	0	2	False	2
chr11:38313239-38315451	chr11	38313239	38315451	2212	2	loh	linear_nested	2	1	0	2	False	3
chr11:38370633-38390926	chr11	38370633	38390926	20293	2	loh	linear_nested	2	1	0	2	False	1
chr11:39663810-39677940	chr11	39663810	39677940	14130	2	loh	linear_nested	2	1	0	2	False	2
chr11:42767750-42772773	chr11	42767750	42772773	5023	2	loh	linear_nested	2	1	0	2	False	2
chr11:44970906-44973110	chr11	44970906	44973110	2204	2	loh	linear_nested	2	1	0	2	False	2
chr11:46388259-46388260	chr11	46388259	46388260	1	2	loh	linear_nested	2	1	0	2	False	2
chr11:48959901-48961752	chr11	48959901	48961752	1851	2	loh	linear_nested	2	1	0	2	False	1
chr11:54567606-54593402	chr11	54567606	54593402	25796	2	gain	sibling_only	2	0	1	1	False	1
chr11:58923271-58942666	chr11	58923271	58942666	19395	2	gain	linear_nested	2	1	0	2	False	2
chr11:60047594-60069898	chr11	60047594	60069898	22304	2	gain	linear_nested	2	1	0	2	False	2
chr11:62183437-62215007	chr11	62183437	62215007	31570	2	gain	sibling_only	2	0	1	1	False	1
chr11:65367232-65373094	chr11	65367232	65373094	5862	2	gain	linear_nested	2	1	0	2	False	3
chr11:69782790-69791730	chr11	69782790	69791730	8940	2	gain	linear_nested	2	1	0	2	False	3
chr11:69842636-69844077	chr11	69842636	69844077	1441	2	gain	linear_nested	2	1	0	2	False	3
chr11:72956918-72979333	chr11	72956918	72979333	22415	2	loh	linear_nested	2	1	0	2	False	2
chr11:75652063-75661443	chr11	75652063	75661443	9380	2	loh	linear_nested	2	1	0	2	False	1
chr11:80864081-80874286	chr11	80864081	80874286	10205	2	loh	linear_nested	2	1	0	2	False	2
chr11:81634387-81639585	chr11	81634387	81639585	5198	2	loh	linear_nested	2	1	0	2	False	2
chr11:85526099-85549969	chr11	85526099	85549969	23870	2	loh	sibling_only	2	0	1	1	False	2
chr11:87967336-87967655	chr11	87967336	87967655	319	2	loh	linear_nested	2	1	0	2	False	3
chr11:90188107-90198888	chr11	90188107	90198888	10781	2	loh	linear_nested	2	1	0	2	False	2
chr11:90319120-90341342	chr11	90319120	90341342	22222	2	loh	linear_nested	2	1	0	2	False	2
chr11:91139191-91142579	chr11	91139191	91142579	3388	2	loh	sibling_only	2	0	1	1	False	2
chr11:93814409-93840181	chr11	93814409	93840181	25772	2	loh	linear_nested	2	1	0	2	False	1
chr11:94192615-94196924	chr11	94192615	94196924	4309	2	loh	linear_nested	2	1	0	2	False	2
chr11:94345258-94374773	chr11	94345258	94374773	29515	2	loh	linear_nested	2	1	0	2	False	1
chr11:95958905-95966822	chr11	95958905	95966822	7917	2	loh	linear_nested	2	1	0	2	False	2
chr11:97395764-97411912	chr11	97395764	97411912	16148	2	loh	linear_nested	2	1	0	2	False	1
chr11:98204470-98221374	chr11	98204470	98221374	16904	2	loh	linear_nested	2	1	0	2	False	2
chr11:98453563-98464984	chr11	98453563	98464984	11421	2	loh	linear_nested	2	1	0	2	False	1
chr11:98526471-98540278	chr11	98526471	98540278	13807	2	loh	sibling_only	2	0	1	1	False	2
chr11:99478494-99501779	chr11	99478494	99501779	23285	2	loh	linear_nested	2	1	0	2	False	0
chr11:101052740-101063757	chr11	101052740	101063757	11017	2	loh	sibling_only	2	0	1	1	False	2
chr11:103759428-103785166	chr11	103759428	103785166	25738	2	loh	sibling_only	2	0	1	1	False	1
chr11:107851451-107854384	chr11	107851451	107854384	2933	2	loh	linear_nested	2	1	0	2	False	2
chr11:109092608-109106890	chr11	109092608	109106890	14282	2	loh	sibling_only	2	0	1	1	False	2
chr11:109222486-109236832	chr11	109222486	109236832	14346	2	loh	linear_nested	2	1	0	2	False	1
chr11:109496275-109511178	chr11	109496275	109511178	14903	2	loh	linear_nested	2	1	0	2	False	2
chr11:110936755-110958930	chr11	110936755	110958930	22175	2	loh	linear_nested	2	1	0	2	False	1
chr11:112122727-112133525	chr11	112122727	112133525	10798	2	loh	linear_nested	2	1	0	2	False	2
chr11:112449472-112451499	chr11	112449472	112451499	2027	2	loh	linear_nested	2	1	0	2	False	1
chr11:118317056-118320662	chr11	118317056	118320662	3606	2	loh	linear_nested	2	1	0	2	False	2
chr11:119476474-119479445	chr11	119476474	119479445	2971	2	loh	linear_nested	2	1	0	2	False	2
chr11:120286006-120299526	chr11	120286006	120299526	13520	2	loh	linear_nested	2	1	0	2	False	3
chr11:121543363-121559171	chr11	121543363	121559171	15808	2	loh	sibling_only	2	0	1	1	False	2
chr11:121999353-122001391	chr11	121999353	122001391	2038	2	loh	linear_nested	2	1	0	2	False	3
chr11:122407217-122435975	chr11	122407217	122435975	28758	2	loh	sibling_only	2	0	1	1	False	1
chr11:122957249-122967540	chr11	122957249	122967540	10291	2	loh	linear_nested	2	1	0	2	False	2
chr11:123939424-123943667	chr11	123939424	123943667	4243	2	loh	linear_nested	2	1	0	2	False	2
chr11:125321221-125346509	chr11	125321221	125346509	25288	2	loh	linear_nested	2	1	0	2	False	1
chr11:130486562-130494260	chr11	130486562	130494260	7698	2	loh	sibling_only	2	0	1	1	False	2
chr11:135047809-135059608	chr11	135047809	135059608	11799	2	loh	linear_nested	2	1	0	2	False	1
chr12:111487-127942	chr12	111487	127942	16455	2	gain	linear_nested	2	1	0	2	False	0
chr12:343626-345938	chr12	343626	345938	2312	2	gain	linear_nested	2	1	0	2	False	3
chr12:5815425-5825037	chr12	5815425	5825037	9612	2	gain	linear_nested	2	1	0	2	False	3
chr12:7958902-7984147	chr12	7958902	7984147	25245	2	gain	sibling_only	2	0	1	1	False	2
chr12:9778570-9815740	chr12	9778570	9815740	37170	2	gain	sibling_only	2	0	1	1	False	0
chr12:11800974-11827072	chr12	11800974	11827072	26098	2	gain	sibling_only	2	0	1	1	False	2
chr12:12321348-12324703	chr12	12321348	12324703	3355	2	gain	linear_nested	2	1	0	2	False	3
chr12:13370726-13382589	chr12	13370726	13382589	11863	2	gain	linear_nested	2	1	0	2	False	3
chr12:15284538-15293794	chr12	15284538	15293794	9256	2	gain	linear_nested	2	1	0	2	False	2
chr12:15633916-15644474	chr12	15633916	15644474	10558	2	gain	linear_nested	2	1	0	2	False	2
chr12:16170518-16205867	chr12	16170518	16205867	35349	2	gain	sibling_only	2	0	1	1	False	1
chr12:19101445-19108997	chr12	19101445	19108997	7552	2	gain	sibling_only	2	0	1	1	False	3
chr12:20612134-20620575	chr12	20612134	20620575	8441	2	gain	linear_nested	2	1	0	2	False	3
chr12:23926521-23931611	chr12	23926521	23931611	5090	2	gain	sibling_only	2	0	1	1	False	3
chr12:25542931-25558675	chr12	25542931	25558675	15744	2	gain	sibling_only	2	0	1	1	False	3
chr12:25624508-25628273	chr12	25624508	25628273	3765	2	gain	sibling_only	2	0	1	1	False	3
chr12:26827553-26827554	chr12	26827553	26827554	1	2	gain	linear_nested	2	1	0	2	False	2
chr12:27379041-27383583	chr12	27379041	27383583	4542	2	gain	linear_nested	2	1	0	2	False	2
chr12:32158662-32160024	chr12	32158662	32160024	1362	2	gain	linear_nested	2	1	0	2	False	2
chr12:39712074-39734772	chr12	39712074	39734772	22698	2	loh	sibling_only	2	0	1	1	False	2
chr12:40581976-40585649	chr12	40581976	40585649	3673	2	loh	linear_nested	2	1	0	2	False	3
chr12:42372121-42393409	chr12	42372121	42393409	21288	2	loh	linear_nested	2	1	0	2	False	2
chr12:43057263-43074964	chr12	43057263	43074964	17701	2	loh	linear_nested	2	1	0	2	False	2
chr12:43267115-43281730	chr12	43267115	43281730	14615	2	loh	sibling_only	2	0	1	1	False	1
chr12:44695116-44700004	chr12	44695116	44700004	4888	2	loh	linear_nested	2	1	0	2	False	2
chr12:45231629-45248806	chr12	45231629	45248806	17177	2	loh	sibling_only	2	0	1	1	False	1
chr12:49442044-49463428	chr12	49442044	49463428	21384	2	loh	linear_nested	2	1	0	2	False	1
chr12:49526215-49530304	chr12	49526215	49530304	4089	2	loh	linear_nested	2	1	0	2	False	2
chr12:49731537-49746414	chr12	49731537	49746414	14877	2	loh	linear_nested	2	1	0	2	False	1
chr12:50828895-50842418	chr12	50828895	50842418	13523	2	loh	linear_nested	2	1	0	2	False	2
chr12:51495109-51509737	chr12	51495109	51509737	14628	2	loh	sibling_only	2	0	1	1	False	2
chr12:54050235-54050269	chr12	54050235	54050269	34	2	loh	linear_nested	2	1	0	2	False	1
chr12:60388331-60397007	chr12	60388331	60397007	8676	2	loh	linear_nested	2	1	0	2	False	2
chr12:61596460-61604175	chr12	61596460	61604175	7715	2	loh	linear_nested	2	1	0	2	False	2
chr12:61924584-61928685	chr12	61924584	61928685	4101	2	loh	sibling_only	2	0	1	1	False	2
chr12:63222098-63224952	chr12	63222098	63224952	2854	2	loh	linear_nested	2	1	0	2	False	3
chr12:65137187-65154934	chr12	65137187	65154934	17747	2	loh	sibling_only	2	0	1	1	False	1
chr12:65746245-65751919	chr12	65746245	65751919	5674	2	loh	linear_nested	2	1	0	2	False	2
chr12:67053802-67075457	chr12	67053802	67075457	21655	2	loh	sibling_only	2	0	1	1	False	1
chr12:67218141-67231309	chr12	67218141	67231309	13168	2	loh	linear_nested	2	1	0	2	False	2
chr12:67311543-67311546	chr12	67311543	67311546	3	2	loh	linear_nested	2	1	0	2	False	2
chr12:69702037-69702134	chr12	69702037	69702134	97	2	loh	linear_nested	2	1	0	2	False	2
chr12:76267835-76293941	chr12	76267835	76293941	26106	2	loh	linear_nested	2	1	0	2	False	1
chr12:77099089-77121980	chr12	77099089	77121980	22891	2	loh	linear_nested	2	1	0	2	False	1
chr12:78223495-78227813	chr12	78223495	78227813	4318	2	loh	linear_nested	2	1	0	2	False	3
chr12:78321695-78337010	chr12	78321695	78337010	15315	2	loh	linear_nested	2	1	0	2	False	2
chr12:78794966-78816707	chr12	78794966	78816707	21741	2	loh	linear_nested	2	1	0	2	False	1
chr12:78941013-78960608	chr12	78941013	78960608	19595	2	loh	linear_nested	2	1	0	2	False	1
chr12:79638373-79653488	chr12	79638373	79653488	15115	2	loh	linear_nested	2	1	0	2	False	2
chr12:82024711-82042004	chr12	82024711	82042004	17293	2	loh	linear_nested	2	1	0	2	False	1
chr12:87203096-87225939	chr12	87203096	87225939	22843	2	loh	linear_nested	2	1	0	2	False	2
chr12:90529212-90547203	chr12	90529212	90547203	17991	2	loh	sibling_only	2	0	1	1	False	2
chr12:93263946-93265599	chr12	93263946	93265599	1653	2	loh	linear_nested	2	1	0	2	False	3
chr12:94683538-94693536	chr12	94683538	94693536	9998	2	loh	linear_nested	2	1	0	2	False	2
chr12:95220219-95220471	chr12	95220219	95220471	252	2	loh	linear_nested	2	1	0	2	False	2
chr12:96531827-96532387	chr12	96531827	96532387	560	2	loh	linear_nested	2	1	0	2	False	2
chr12:101534021-101547649	chr12	101534021	101547649	13628	2	loh	sibling_only	2	0	1	1	False	2
chr12:102418170-102427643	chr12	102418170	102427643	9473	2	loh	linear_nested	2	1	0	2	False	1
chr12:102972207-102979863	chr12	102972207	102979863	7656	2	loh	sibling_only	2	0	1	1	False	1
chr12:103314635-103319582	chr12	103314635	103319582	4947	2	loh	linear_nested	2	1	0	2	False	2
chr12:105679292-105679312	chr12	105679292	105679312	20	2	loh	linear_nested	2	1	0	2	False	2
chr12:108908246-108912017	chr12	108908246	108912017	3771	2	loh	linear_nested	2	1	0	2	False	2
chr12:111342840-111343251	chr12	111342840	111343251	411	2	loh	linear_nested	2	1	0	2	False	2
chr12:112770414-112798556	chr12	112770414	112798556	28142	2	loh	sibling_only	2	0	1	1	False	1
chr12:112966053-112979060	chr12	112966053	112979060	13007	2	loh	linear_nested	2	1	0	2	False	2
chr12:114070226-114070227	chr12	114070226	114070227	1	2	loh	linear_nested	2	1	0	2	False	2
chr12:114947445-114952653	chr12	114947445	114952653	5208	2	loh	linear_nested	2	1	0	2	False	3
chr12:115655572-115668409	chr12	115655572	115668409	12837	2	loh	linear_nested	2	1	0	2	False	1
chr12:121602115-121631173	chr12	121602115	121631173	29058	2	loh	linear_nested	2	1	0	2	False	2
chr12:122169572-122176206	chr12	122169572	122176206	6634	2	loh	sibling_only	2	0	1	1	False	2
chr12:122804290-122825120	chr12	122804290	122825120	20830	2	loh	linear_nested	2	1	0	2	False	1
chr12:124139624-124149043	chr12	124139624	124149043	9419	2	loh	linear_nested	2	1	0	2	False	2
chr12:125130698-125131788	chr12	125130698	125131788	1090	2	loh	linear_nested	2	1	0	2	False	2
chr12:125322552-125338494	chr12	125322552	125338494	15942	2	loh	sibling_only	2	0	1	1	False	1
chr12:128297714-128306237	chr12	128297714	128306237	8523	2	loh	sibling_only	2	0	1	1	False	3
chr12:131937496-131952674	chr12	131937496	131952674	15178	2	loh	sibling_only	2	0	1	1	False	2
chr12:132053416-132066878	chr12	132053416	132066878	13462	2	loh	sibling_only	2	0	1	1	False	2
chr13:21443367-21466924	chr13	21443367	21466924	23557	2	gain	linear_nested	2	1	0	2	False	1
chr13:22222543-22223047	chr13	22222543	22223047	504	2	gain	linear_nested	2	1	0	2	False	0
chr13:25994927-26017269	chr13	25994927	26017269	22342	2	gain	linear_nested	2	1	0	2	False	1
chr13:28426564-28452073	chr13	28426564	28452073	25509	2	gain	linear_nested	2	1	0	2	False	3
chr13:30020092-30020093	chr13	30020092	30020093	1	2	gain	linear_nested	2	1	0	2	False	2
chr13:32728425-32740726	chr13	32728425	32740726	12301	2	gain	sibling_only	2	0	1	1	False	3
chr13:33908881-33933684	chr13	33908881	33933684	24803	2	gain	linear_nested	2	1	0	2	False	2
chr13:34026828-34038859	chr13	34026828	34038859	12031	2	gain	sibling_only	2	0	1	1	False	3
chr13:35987888-35993012	chr13	35987888	35993012	5124	2	gain	sibling_only	2	0	1	1	False	3
chr13:44027498-44050945	chr13	44027498	44050945	23447	2	gain	sibling_only	2	0	1	1	False	3
chr13:48278243-48294525	chr13	48278243	48294525	16282	2	gain	sibling_only	2	0	1	1	False	2
chr13:49892479-49898065	chr13	49892479	49898065	5586	2	loh	sibling_only	2	0	1	1	False	1
chr13:51433540-51436140	chr13	51433540	51436140	2600	2	loh	sibling_only	2	0	1	1	False	2
chr13:63782054-63798249	chr13	63782054	63798249	16195	2	loh	linear_nested	2	1	0	2	False	1
chr13:63848806-63849082	chr13	63848806	63849082	276	2	loh	linear_nested	2	1	0	2	False	2
chr13:65568643-65589425	chr13	65568643	65589425	20782	2	loh	sibling_only	2	0	1	1	False	1
chr13:67311425-67316699	chr13	67311425	67316699	5274	2	loh	linear_nested	2	1	0	2	False	2
chr13:67745158-67745981	chr13	67745158	67745981	823	2	loh	sibling_only	2	0	1	1	False	2
chr13:68108141-68108142	chr13	68108141	68108142	1	2	loh	linear_nested	2	1	0	2	False	2
chr13:73340584-73361436	chr13	73340584	73361436	20852	2	loh	linear_nested	2	1	0	2	False	2
chr13:74300789-74307964	chr13	74300789	74307964	7175	2	loh	linear_nested	2	1	0	2	False	2
chr13:76903623-76920184	chr13	76903623	76920184	16561	2	loh	linear_nested	2	1	0	2	False	1
chr13:78987093-79002603	chr13	78987093	79002603	15510	2	loh	linear_nested	2	1	0	2	False	2
chr13:80603251-80628307	chr13	80603251	80628307	25056	2	loh	sibling_only	2	0	1	1	False	1
chr13:81327683-81340436	chr13	81327683	81340436	12753	2	loh	sibling_only	2	0	1	1	False	2
chr13:82568949-82579269	chr13	82568949	82579269	10320	2	loh	linear_nested	2	1	0	2	False	1
chr13:87760530-87781168	chr13	87760530	87781168	20638	2	loh	linear_nested	2	1	0	2	False	2
chr13:94384050-94395849	chr13	94384050	94395849	11799	2	loh	sibling_only	2	0	1	1	False	2
chr13:95758530-95780279	chr13	95758530	95780279	21749	2	loh	linear_nested	2	1	0	2	False	1
chr13:98077724-98078907	chr13	98077724	98078907	1183	2	loh	sibling_only	2	0	1	1	False	2
chr13:100245084-100247443	chr13	100245084	100247443	2359	2	loh	linear_nested	2	1	0	2	False	2
chr13:100850834-100850835	chr13	100850834	100850835	1	2	loh	linear_nested	2	1	0	2	False	2
chr13:101018191-101026221	chr13	101018191	101026221	8030	2	loh	sibling_only	2	0	1	1	False	2
chr13:102816615-102827670	chr13	102816615	102827670	11055	2	loh	linear_nested	2	1	0	2	False	1
chr13:107366932-107367064	chr13	107366932	107367064	132	2	loh	linear_nested	2	1	0	2	False	2
chr13:108648018-108654674	chr13	108648018	108654674	6656	2	loh	linear_nested	2	1	0	2	False	2
chr13:109497531-109509569	chr13	109497531	109509569	12038	2	loh	sibling_only	2	0	1	1	False	1
chr13:109653969-109666836	chr13	109653969	109666836	12867	2	loh	linear_nested	2	1	0	2	False	2
chr13:111114709-111143464	chr13	111114709	111143464	28755	2	loh	sibling_only	2	0	1	1	False	2
chr13:111595286-111603945	chr13	111595286	111603945	8659	2	loh	sibling_only	2	0	1	1	False	3
chr14:20419835-20428130	chr14	20419835	20428130	8295	2	gain	linear_nested	2	1	0	2	False	3
chr14:20766215-20767695	chr14	20766215	20767695	1480	2	gain	linear_nested	2	1	0	2	False	2
chr14:22253328-22253329	chr14	22253328	22253329	1	2	gain	linear_nested	2	1	0	2	False	2
chr14:23454430-23489612	chr14	23454430	23489612	35182	2	gain	sibling_only	2	0	1	1	False	2
chr14:27511090-27539732	chr14	27511090	27539732	28642	2	gain	linear_nested	2	1	0	2	False	1
chr14:28502542-28509832	chr14	28502542	28509832	7290	2	gain	linear_nested	2	1	0	2	False	2
chr14:35137534-35153148	chr14	35137534	35153148	15614	2	gain	linear_nested	2	1	0	2	False	2
chr14:35299722-35299723	chr14	35299722	35299723	1	2	gain	linear_nested	2	1	0	2	False	2
chr14:35848159-35854542	chr14	35848159	35854542	6383	2	gain	sibling_only	2	0	1	1	False	0
chr14:36123380-36145981	chr14	36123380	36145981	22601	2	neutral	sibling_only	2	0	1	1	False	2
chr14:37894592-37898407	chr14	37894592	37898407	3815	2	loh	linear_nested	2	1	0	2	False	2
chr14:39508403-39521430	chr14	39508403	39521430	13027	2	loh	linear_nested	2	1	0	2	False	2
chr14:41906271-41927108	chr14	41906271	41927108	20837	2	loh	linear_nested	2	1	0	2	False	1
chr14:43431875-43461570	chr14	43431875	43461570	29695	2	loh	linear_nested	2	1	0	2	False	2
chr14:44103196-44133127	chr14	44103196	44133127	29931	2	loh	linear_nested	2	1	0	2	False	2
chr14:44671937-44681535	chr14	44671937	44681535	9598	2	loh	linear_nested	2	1	0	2	False	1
chr14:46325897-46341563	chr14	46325897	46341563	15666	2	gain	linear_nested	2	1	0	2	False	3
chr14:47950137-47970928	chr14	47950137	47970928	20791	2	gain	linear_nested	2	1	0	2	False	2
chr14:48544562-48544563	chr14	48544562	48544563	1	2	gain	linear_nested	2	1	0	2	False	2
chr14:49906078-49924052	chr14	49906078	49924052	17974	2	gain	linear_nested	2	1	0	2	False	3
chr14:52443468-52449615	chr14	52443468	52449615	6147	2	gain	linear_nested	2	1	0	2	False	3
chr14:54192990-54226283	chr14	54192990	54226283	33293	2	gain	linear_nested	2	1	0	2	False	2
